1.0905,1.0905,0.96305,50,35,62.5,0.34657,4
4.0998,3.5131,3.3857,67.5,102.5,40,0.98768,2
3.1815,2.2639,2.1615,195,50,47.5,0.65055,5
6.242,5.8595,4.865,197.5,65,50,1.0156,2
1.4475,1.371,1.269,55,62.5,47.5,0.40079,3
2.2129,1.6773,1.2181,50,150,72.5,0.35009,4
2.1617,1.9831,1.9067,67.5,32.5,237.5,0.61003,5
7.2374,6.8035,6.4209,50,32.5,75,1.8782,4
1.2944,1.1669,1.0906,50,145,47.5,0.39606,5
2.34,1.8557,1.8299,240,247.5,235,0.46607,3
4.6862,4.4315,4.0744,125,52.5,110,1.1134,2
0.91193,0.88652,0.86096,50,52.5,32.5,0.3441,2
2.1359,1.8045,1.7789,50,62.5,165,0.50647,5
1.4474,1.32,1.1669,50,105,85,0.352,2
0.861,0.73346,0.73345,100,50,127.5,0.32273,5
5.1457,4.5594,4.2026,72.5,90,55,1.2336,1
4.1513,4.0238,3.9475,50,45,62.5,1.0041,5
2.4167,2.3145,2.1872,112.5,247.5,50,0.55459,5
9.7101,8.3075,7.1852,50,7.5,17.5,1.126,2
2.2891,2.1618,2.1616,52.5,85,47.5,0.54821,5
4.6354,4.5334,4.508,90,92.5,67.5,1.3078,1
0.78449,0.70797,0.70797,50,112.5,100,0.32317,5
4.9156,4.7119,4.5845,47.5,45,82.5,1.1091,2
5.4004,5.3239,4.4822,50,175,30,1.1643,4
9.8133,9.7115,8.8437,50,140,95,2.2909,4
3.6151,3.2581,3.2072,50,37.5,25,0.77513,3
3.2581,3.2071,3.1816,50,40,45,0.79461,1
1.0395,1.0395,0.93751,95,102.5,67.5,0.36492,2
4.5591,4.2023,3.8453,40,50,202.5,0.99953,1
1.3199,1.2434,1.218,62.5,72.5,82.5,0.39522,3
4.5844,4.5333,4.4314,97.5,112.5,47.5,1.2973,4
2.3656,1.881,1.7534,50,85,102.5,0.3993,5
2.6207,2.1616,2.1361,102.5,57.5,80,0.6256,5
1.014,0.98844,0.98842,50,90,37.5,0.37342,3
5.1707,3.3856,3.3601,50,130,125,0.729,3
3.4114,2.8501,2.8247,50,35,32.5,0.8517,2
4.4062,4.3292,4.0489,50,47.5,57.5,1.105,1
4.4058,4.2531,4.2274,65,82.5,50,1.1688,1
1.4475,1.3199,1.1925,87.5,92.5,67.5,0.39259,3
4.2018,4.0231,3.5131,70,90,75,0.87451,1
3.8703,3.2071,3.0796,50,72.5,70,0.86154,1
10.144,6.8539,6.6499,50,130,132.5,0.82326,2
1.2435,1.2435,1.1669,50,57.5,102.5,0.38854,3
4.151,4.1,3.7174,157.5,45,40,0.99772,2
4.3802,4.3801,4.1507,72.5,50,60,1.1218,4
12.923,8.6644,7.9758,50,5,7.5,0.93273,2
1.5495,1.3709,1.2179,50,37.5,125,0.38278,3
2.0851,2.0597,2.0597,227.5,97.5,90,0.58478,5
3.9213,2.9526,2.9522,37.5,40,245,0.81466,5
4.3293,3.9213,3.8702,50,47.5,62.5,0.87167,4
5.2474,4.8902,4.7374,65,72.5,32.5,1.4014,4
1.8045,1.7536,1.6008,42.5,92.5,30,0.50625,5
5.9621,5.5283,5.248,50,82.5,42.5,1.666,4
0.7845,0.75897,0.75895,50,80,85,0.32278,5
6.4722,6.3193,5.8851,50,40,25,1.5951,4
5.0431,4.7882,3.8191,47.5,50,120,0.77796,3
4.5077,4.3293,3.9723,50,35,45,1.1981,4
5.1963,4.2527,4.0996,85,50,75,1.0533,1
5.9616,5.9367,4.9923,162.5,50,205,1.1974,2
7.3391,7.3133,7.1861,50,47.5,150,1.8714,4
4.2271,4.1763,4.1253,52.5,110,40,1.1746,4
0.86103,0.861,0.83549,50,25,30,0.3313,3
7.2369,6.4717,6.4715,50,52.5,42.5,2.11,4
3.7425,3.1052,3.1051,75,147.5,152.5,0.66691,4
1.779,1.6515,1.4475,50,60,87.5,0.41901,3
1.116,1.0649,1.0394,100,55,75,0.34242,3
1.065,1.014,0.98844,92.5,122.5,95,0.37342,3
8.7167,7.365,6.702,50,80,62.5,1.8308,4
2.0086,1.9065,1.8045,140,112.5,130,0.5122,5
2.3403,2.3147,2.2639,220,85,52.5,0.69227,5
1.0395,0.96304,0.96304,50,72.5,70,0.33206,3
13.535,12.388,10.756,50,130,160,1.0407,2
4.8139,4.5587,4.0745,50,30,80,1.1368,5
7.441,5.9613,5.1203,82.5,50,80,1.1846,2
1.5753,1.422,1.2436,50,47.5,65,0.40068,5
0.83549,0.78448,0.73347,50,122.5,140,0.33813,5
5.5289,4.4065,3.9478,50,82.5,65,1.1383,1
4.5334,4.3804,3.9979,50,57.5,30,1.1625,2
8.6646,6.242,6.2417,100,97.5,102.5,0.91261,2
3.7172,3.5387,2.3655,220,217.5,62.5,0.5179,3
1.1161,0.93755,0.93754,50,60,62.5,0.34745,4
4.2017,3.7426,3.7171,50,150,70,0.87114,1
1.065,0.91199,0.88651,50,52.5,55,0.3487,2
7.1866,6.4979,6.4469,50,150,60,2.08,4
1.575,1.4474,1.422,82.5,50,95,0.39377,3
3.4621,2.9266,2.4421,57.5,75,65,0.79272,1
8.2574,7.3643,7.1349,42.5,65,32.5,2.0874,4
3.3855,2.697,2.4932,52.5,67.5,107.5,0.55886,3
0.78445,0.70794,0.70793,50,100,60,0.33491,5
3.8447,3.7172,3.5641,50,45,57.5,0.92201,1
2.0595,1.7537,1.7535,52.5,147.5,187.5,0.50406,3
5.8084,5.5536,5.5283,50,65,42.5,1.3295,2
1.4475,1.3455,1.3454,50,57.5,90,0.40684,3
2.289,2.0852,2.0343,117.5,87.5,70,0.56417,5
4.7635,4.5847,4.1257,235,60,72.5,1.1025,1
5.5533,5.4008,5.1458,62.5,65,75,1.1466,2
1.269,1.2435,1.218,70,147.5,50,0.40079,3
1.3455,1.167,1.1414,105,50,102.5,0.38913,3
4.3293,3.5387,3.5385,102.5,100,85,1.2096,2
4.6863,4.2018,3.9978,50,25,35,1.1572,4
5.4518,5.4265,5.4263,77.5,60,67.5,1.6513,4
4.6357,4.279,4.1257,42.5,45,100,1.163,1
6.421,6.3958,6.3696,50,40,42.5,1.7675,4
1.2181,1.0906,1.0651,50,22.5,100,0.36005,4
8.666,7.263,7.2627,50,150,100,1.9154,4
2.4422,2.238,2.2126,75,72.5,100,0.66669,5
0.88651,0.8355,0.83537,100,72.5,77.5,0.32855,3
1.2689,1.0395,0.98846,50,20,2.5,0.34467,2
3.4628,3.4371,3.2333,97.5,60,95,0.9592,1
3.2326,3.1051,3.0541,117.5,75,62.5,0.90472,1
1.626,1.371,1.3455,50,30,72.5,0.42109,5
4.1251,4.0997,4.0741,47.5,45,57.5,0.77431,3
4.4315,4.4062,4.2528,50,62.5,52.5,1.1298,2
5.222,4.7119,4.6613,70,45,65,1.2168,1
3.8701,3.2326,3.1818,50,70,72.5,0.65198,4
9.1753,8.5124,7.9252,50,77.5,150,2.2788,4
5.7066,5.477,5.3497,47.5,50,225,1.4378,2
2.7484,2.1619,1.9323,50,47.5,22.5,0.53202,1
3.9219,3.0544,2.9017,102.5,97.5,72.5,0.88724,5
3.9467,3.8191,3.5134,50,62.5,105,0.81697,4
1.2944,1.269,1.2179,50,60,65,0.37607,2
3.2837,2.5697,2.5441,245,207.5,57.5,0.67722,5
0.81,0.80997,0.80997,65,50,52.5,0.32746,2
4.4064,4.1257,3.7172,50,65,57.5,0.89482,5
1.7025,1.4475,1.2945,50,125,30,0.39972,3
2.4169,2.4169,2.1361,50,52.5,57.5,0.5481,1
2.1871,1.9832,1.932,180,175,70,0.5021,5
4.4823,4.1509,4.0231,210,177.5,207.5,0.99544,2
3.9721,3.8702,3.309,57.5,72.5,42.5,0.96121,1
4.7883,4.4312,3.5131,50,40,97.5,0.96802,1
2.9522,2.544,2.4165,50,62.5,40,0.54626,3
1.983,1.9575,1.932,50,170,237.5,0.53007,3
0.73345,0.70795,0.70793,50,72.5,115,0.33464,5
6.4466,5.5794,4.9421,72.5,52.5,95,1.219,1
1.0906,0.91199,0.88653,50,20,17.5,0.32889,3
4.8647,4.7121,4.3042,70,67.5,47.5,1.0278,5
1.1924,1.1415,1.065,50,52.5,35,0.37209,5
5.3758,4.1254,4.0233,65,95,70,1.1397,1
1.5752,1.4731,1.4475,32.5,47.5,45,0.40137,1
1.983,1.9577,1.8812,67.5,72.5,47.5,0.48504,3
1.8301,1.575,1.524,50,42.5,57.5,0.41965,5
1.5495,1.4475,1.3455,50,112.5,37.5,0.40506,5
1.9832,1.932,1.7027,245,50,202.5,0.50945,3
6.0894,4.8652,4.7375,60,57.5,62.5,1.0514,2
1.2435,1.0905,1.014,50,82.5,95,0.37274,2
1.8813,1.6772,1.5497,50,57.5,55,0.5102,1
4.3801,4.0486,3.9468,62.5,42.5,50,1.0249,2
5.401,4.7123,4.4569,70,55,80,1.2232,1
1.3456,1.32,1.167,50,25,45,0.38801,3
6.2168,5.6306,5.5538,50,57.5,25,1.6216,4
3.4367,3.2325,3.1816,50,85,87.5,0.96271,1
7.5679,4.2526,3.9209,50,100,57.5,0.77093,4
0.78448,0.78447,0.78446,50,100,57.5,0.33991,5
11.036,9.251,8.1035,100,95,77.5,0.96636,2
1.0906,0.98854,0.98854,50,17.5,12.5,0.35449,2
1.6007,1.5752,1.5751,205,197.5,65,0.45388,3
4.3293,3.6408,3.6406,50,45,42.5,0.762,3
2.1616,2.0595,1.8554,242.5,50,75,0.50989,3
3.7685,3.5132,3.4114,52.5,72.5,220,0.94512,2
9.8885,9.1746,8.18,112.5,115,75,0.80347,2
1.3199,1.1925,1.167,50,37.5,47.5,0.39154,5
1.524,1.2945,1.269,50,75,150,0.39737,5
1.9065,1.881,1.8045,240,242.5,237.5,0.5059,3
4.7627,4.5842,4.4057,50,100,67.5,1.1691,4
4.6861,4.0231,3.8957,82.5,85,80,0.75018,2
4.9158,4.4314,4.1508,50,75,72.5,1.1847,4
1.779,1.728,1.6515,50,100,90,0.40163,5
3.6923,3.6668,3.4881,50,237.5,75,0.9821,1
4.4822,4.0743,4.0232,50,60,72.5,0.76801,3
2.876,2.621,1.9323,42.5,47.5,40,0.52921,1
8.2578,6.9566,6.5229,50,45,120,1.8792,4
3.3603,3.2581,3.258,50,175,137.5,1.0849,4
7.6961,7.6452,6.6002,42.5,55,30,1.7666,4
2.3149,2.2894,1.6008,50,62.5,60,0.51631,1
6.3441,4.7373,4.6101,202.5,105,200,1.0852,2
1.779,1.269,1.1415,50,65,107.5,0.38949,5
2.5955,1.8048,1.7027,50,122.5,45,0.4928,1
6.6248,4.3801,4.0998,65,67.5,70,1.0915,1
1.1924,1.0649,1.0395,50,47.5,60,0.35872,3
1.014,0.91199,0.88651,50,97.5,40,0.34381,2
7.6197,7.4166,7.3896,50,30,95,1.84,4
3.4111,2.9776,2.6205,72.5,50,97.5,0.74598,1
4.6871,4.4575,3.9984,77.5,62.5,72.5,1.1377,1
4.8398,4.6872,4.0238,50,75,87.5,1.0874,1
6.8794,4.5336,4.3293,50,177.5,55,1.1999,2
1.269,1.1159,1.0904,100,77.5,72.5,0.39929,3
2.8759,2.2637,2.2382,70,52.5,42.5,0.58418,5
4.4311,4.2273,4.2018,70,90,82.5,1.1244,2
6.5227,5.7576,5.1715,50,100,90,1.3471,5
1.1159,0.96291,0.8355,50,120,75,0.33032,2
5.3495,4.7628,3.4878,50,100,77.5,0.83495,3
4.9164,3.871,3.3607,50,72.5,80,0.82675,5
4.2535,4.126,3.8708,50,65,77.5,1.1566,5
1.9322,1.8299,1.7025,75,195,100,0.46776,3
2.1362,1.932,1.881,160,82.5,162.5,0.47478,3
6.3955,5.1969,5.146,70,55,92.5,1.5626,4
1.6005,1.371,1.3455,50,150,72.5,0.38257,5
4.4066,4.3042,4.151,52.5,55,67.5,1.1539,1
1.371,1.218,1.1925,50,57.5,70,0.37629,2
1.371,1.218,1.1415,50,115,67.5,0.39369,3
4.6861,4.6607,3.5132,50,97.5,162.5,0.68453,4
5.1963,4.9923,4.5585,50,202.5,57.5,1.223,4
8.4605,6.854,4.8137,50,72.5,77.5,0.75712,2
1.9575,1.7025,1.5495,50,40,150,0.41938,5
6.5739,4.7118,4.4826,50,100,77.5,1.2419,1
4.8393,4.6608,3.8193,50,137.5,147.5,0.74996,4
7.4665,7.1092,7.0576,50,70,32.5,1.2175,5
1.3201,1.32,1.269,50,40,75,0.38702,5
10.042,9.4038,9.0214,50,75,57.5,0.96398,2
3.513,3.2325,3.105,115,65,170,0.95562,1
2.1615,1.9324,1.8048,220,92.5,40,0.49204,3
5.6552,4.4312,4.2271,77.5,80,40,1.2717,4
5.1963,5.1708,4.6351,50,82.5,95,1.257,4
0.91205,0.912,0.86104,57.5,50,52.5,0.33624,2
1.524,1.2689,1.2179,50,105,45,0.39192,3
1.4987,1.4732,1.3457,50,60,65,0.44142,1
1.0395,0.83552,0.83546,75,50,100,0.33033,3
5.1961,4.1507,3.9975,62.5,50,75,0.73903,4
2.9267,2.8755,2.6716,50,62.5,55,0.76537,1
2.3146,2.2637,2.1616,115,57.5,90,0.51307,3
0.93746,0.88648,0.8355,50,32.5,42.5,0.33869,2
8.9974,6.8802,6.8801,50,37.5,55,1.9033,4
1.8046,1.5496,1.4986,50,32.5,217.5,0.44067,5
5.2733,4.7633,4.151,47.5,77.5,45,1.0998,1
5.2472,4.8646,4.5079,47.5,50,42.5,1.4963,4
2.7737,2.2381,2.2126,232.5,227.5,67.5,0.64479,5
6.14,6.1145,5.5792,35,42.5,65,1.1786,2
10.22,8.8431,7.5679,50,60,77.5,0.9483,2
0.88645,0.80998,0.78449,50,87.5,62.5,0.33097,2
2.7736,2.6207,2.493,110,65,50,0.7786,1
6.2166,5.3495,5.0688,50,75,37.5,1.4415,4
0.98856,0.96304,0.88652,50,82.5,100,0.33966,5
2.3656,2.1872,1.8813,80,42.5,57.5,0.60132,5
7.7467,5.2728,5.1198,40,90,52.5,1.3397,2
1.371,1.0904,1.065,45,100,172.5,0.37484,3
4.1768,3.6924,3.5389,52.5,70,57.5,1.0383,1
1.065,0.91198,0.8865,97.5,92.5,80,0.33689,3
1.5495,1.3965,1.2435,50,90,95,0.3918,3
4.916,4.6608,3.9468,50,35,80,1.0164,5
3.3856,3.3091,3.0286,67.5,87.5,52.5,0.83583,1
2.0088,2.0085,1.8299,212.5,220,152.5,0.48931,3
2.4422,1.9323,1.9322,40,85,45,0.48548,3
5.5023,5.0942,4.9923,50,147.5,110,1.2545,4
1.2945,1.218,1.1924,50,35,117.5,0.38424,5
5.3757,5.2481,5.1461,45,35,40,1.1927,1
0.96294,0.88645,0.88645,50,67.5,60,0.34224,2
1.0395,1.0395,0.963,50,90,62.5,0.33992,3
3.0287,2.2126,2.1361,57.5,45,50,0.59009,5
0.73347,0.73346,0.70797,50,100,55,0.34172,5
3.7681,3.6153,3.3603,82.5,50,95,0.91221,2
2.0596,1.8555,1.8045,100,97.5,157.5,0.47266,3
2.6971,1.983,1.8557,115,40,55,0.48559,3
1.932,1.7791,1.6515,50,150,35,0.47053,5
3.0547,2.672,2.4934,37.5,35,47.5,0.50296,1
4.9412,4.7116,4.61,50,102.5,35,1.2919,4
2.3403,2.2383,2.1619,62.5,112.5,35,0.61707,5
3.2835,3.2327,3.207,57.5,85,65,1.023,1
4.5076,3.5897,3.5131,50,37.5,100,0.94808,1
1.167,1.167,1.1415,45,62.5,110,0.38217,3
4.2782,4.1252,4.0997,50,67.5,62.5,1.1652,4
1.983,1.8555,1.7535,50,72.5,35,0.41604,5
1.2435,1.218,1.1925,50,155,165,0.39547,5
5.2993,4.8658,4.381,50,52.5,77.5,1.1295,1
5.1708,5.1708,5.0432,117.5,102.5,95,1.313,2
1.575,1.1415,1.1414,50,55,105,0.38517,3
1.7027,1.6517,1.4986,50,130,125,0.43625,1
5.1964,4.3295,4.2018,115,57.5,102.5,1.2921,2
3.5132,3.1817,3.0032,82.5,85,27.5,0.73707,3
1.1671,1.1416,1.0906,50,100,65,0.36302,4
1.1926,1.1416,1.1161,50,117.5,90,0.34071,4
3.4116,3.2077,3.1055,50,37.5,40,0.74429,5
1.2691,1.2181,1.1416,70,60,87.5,0.38084,2
8.5383,7.5691,6.9825,80,47.5,32.5,1.6052,4
6.1144,4.4567,4.3546,50,70,67.5,1.2733,4
1.3454,1.2945,1.2944,50,130,57.5,0.40816,3
1.2945,1.2944,1.2435,50,75,82.5,0.39412,3
2.2382,2.0599,2.0088,105,72.5,60,0.61569,5
1.1671,1.116,0.98841,50,87.5,82.5,0.33498,5
3.6917,3.5641,3.539,50,107.5,82.5,0.97721,1
8.2825,6.3188,6.191,47.5,37.5,92.5,1.6445,4
1.6515,1.575,1.524,50,30,42.5,0.39035,5
4.1765,4.0743,3.9722,50,32.5,90,1.1455,2
4.2018,4.1763,4.0234,70,177.5,160,1.073,2
1.32,1.1925,1.1669,132.5,75,57.5,0.40293,3
5.1964,4.7628,4.3292,80,95,40,1.1936,1
1.3201,1.0141,0.96307,50,55,70,0.34123,4
1.6771,1.4985,1.4221,50,100,102.5,0.41856,5
2.5956,2.264,2.1618,50,42.5,47.5,0.5013,1
7.8239,7.7473,7.5944,50,97.5,72.5,2.446,4
4.5589,4.4576,4.4323,40,42.5,100,1.2001,1
4.3294,4.227,3.9467,65,72.5,57.5,1.0421,2
1.2435,1.1924,1.1669,75,45,90,0.3729,2
5.4766,4.9668,4.7372,95,67.5,115,1.2738,4
7.876,3.7426,3.1308,50,67.5,52.5,0.86833,1
0.78448,0.78448,0.73345,50,97.5,37.5,0.33455,5
2.0341,1.932,1.728,62.5,60,55,0.47851,3
8.5627,8.4359,8.1295,50,47.5,67.5,2.3984,4
9.1508,8.4104,7.8241,50,82.5,30,2.1929,4
4.5332,4.3547,3.9722,17.5,47.5,75,0.85738,3
5.8593,5.2216,4.0487,125,147.5,122.5,1.1354,4
1.4221,1.371,1.2435,50,115,75,0.39449,5
8.1545,7.5168,5.9868,82.5,75,85,0.84006,2
4.3294,4.1766,4.0235,90,30,75,1.2125,1
2.3655,2.034,1.8045,190,175,170,0.4557,3
1.7538,1.6263,1.6262,50,45,20,0.52086,1
1.1926,1.1672,1.0651,50,92.5,115,0.34589,4
3.6916,3.4621,3.0542,30,32.5,62.5,0.87744,1
1.5495,1.4475,1.2179,50,100,97.5,0.37314,2
1.2945,1.2691,1.269,50,60,65,0.41694,5
1.5498,1.5497,1.5497,67.5,60,80,0.51952,1
1.4475,1.422,1.371,50,117.5,92.5,0.42359,3
4.1762,3.6917,3.3858,52.5,37.5,72.5,0.79285,3
5.1459,4.789,4.253,75,37.5,67.5,1.1614,1
5.6048,5.1963,5.1713,37.5,35,40,1.2848,2
1.32,1.2945,1.2434,60,50,72.5,0.39775,3
1.4475,1.269,1.2689,50,45,30,0.40835,5
5.9371,5.1208,4.9674,57.5,37.5,45,1.0822,1
0.93749,0.91202,0.91199,50,47.5,27.5,0.34193,2
0.83547,0.73347,0.73347,50,65,67.5,0.33688,5
3.5643,3.1816,3.1306,55,107.5,102.5,0.91869,1
5.6566,5.248,4.4319,40,47.5,67.5,1.2367,1
3.8702,3.7429,3.6151,50,175,147.5,0.73137,4
5.1712,4.4313,4.4061,50,92.5,67.5,1.1409,1
3.6662,3.4877,3.3093,50,42.5,67.5,0.91947,2
4.2527,4.2275,4.0487,50,142.5,20,0.96809,2
3.4111,3.3858,3.3858,90,77.5,102.5,0.97354,1
0.83548,0.83547,0.83546,50,77.5,100,0.32997,3
2.7481,2.5696,2.493,117.5,95,130,0.74841,1
3.5897,3.5387,3.4877,50,132.5,107.5,0.72711,4
10.273,9.099,7.5685,50,57.5,47.5,2.2648,4
2.3656,2.3146,2.136,245,247.5,242.5,0.63947,5
4.2535,4.1259,3.8709,47.5,72.5,45,1.0802,1
2.6207,2.4675,2.1871,82.5,75,122.5,0.59264,5
3.7681,3.5897,3.4109,50,102.5,67.5,0.67451,4
8.0016,7.135,5.1713,85,90,87.5,1.2356,2
1.4221,1.014,0.86101,100,50,65,0.33454,3
0.70795,0.68245,0.68245,100,77.5,55,0.32746,5
4.278,4.2531,4.1761,50,47.5,62.5,0.781,3
6.8799,6.2684,6.2422,50,2.5,82.5,1.7736,4
7.517,5.7316,5.7065,65,70,67.5,1.4046,2
2.366,2.3656,2.2891,55,87.5,120,0.62764,5
4.2784,4.2276,3.8958,55,35,32.5,1.0753,2
2.7481,2.5439,2.493,50,35,120,0.55921,3
13.076,7.8997,7.084,50,97.5,40,0.77607,2
1.9575,1.7535,1.7026,200,187.5,70,0.49184,3
1.3455,1.1415,1.1414,50,95,35,0.38467,3
3.411,3.1816,3.0285,42.5,45,102.5,0.90026,1
4.4057,4.1507,3.7936,45,92.5,90,1.053,4
4.8397,4.6099,4.2274,45,50,52.5,1.145,5
3.3604,3.284,3.0799,32.5,242.5,65,0.93033,1
4.4821,4.2527,4.1508,50,62.5,17.5,1.1006,2
0.86096,0.83549,0.78448,50,100,95,0.34128,5
1.0139,0.96296,0.96293,50,27.5,35,0.3486,2
4.9678,4.3809,4.2791,50,45,35,1.1134,1
1.4477,1.3457,1.3201,50,127.5,125,0.35952,4
3.7172,3.5641,3.1815,90,72.5,87.5,0.93894,1
2.8501,2.8501,2.8246,32.5,117.5,115,0.83902,1
0.86092,0.83543,0.80995,50,22.5,42.5,0.33081,2
3.9466,3.4367,3.3856,90,75,87.5,0.99267,1
5.7319,5.1197,4.9669,75,100,102.5,1.3017,4
5.426,4.6608,3.9981,77.5,50,117.5,1.0812,2
1.6005,1.422,1.1924,50,52.5,62.5,0.36886,2
0.98856,0.88651,0.88651,50,2.5,5,0.33257,3
0.98853,0.98852,0.96305,50,60,47.5,0.33581,3
2.1615,2.136,2.034,227.5,202.5,50,0.51278,3
3.105,3.0542,3.0541,50,77.5,52.5,0.74021,3
1.014,0.96307,0.96304,50,85,70,0.35119,4
4.3292,4.0487,3.9722,50,27.5,80,1.2107,4
1.3199,1.2435,1.2179,50,80,100,0.3968,3
2.187,2.0086,1.7791,32.5,152.5,145,0.49915,3
0.88648,0.81001,0.78445,50,37.5,100,0.33042,3
4.9921,3.9211,3.8957,50,122.5,55,1.0941,4
3.4623,3.2835,3.2835,50,72.5,102.5,0.92317,1
12.541,8.3582,6.65,92.5,130,125,0.69821,2
3.9469,3.6151,3.3346,50,127.5,72.5,0.77435,4
1.2435,1.1924,1.167,50,40,42.5,0.40468,3
4.8394,4.8139,3.9978,50,70,102.5,0.86105,4
3.7681,3.5895,3.4113,50,85,82.5,0.95065,1
9.1247,8.0281,7.8747,50,40,35,2.3541,4
1.167,1.0905,1.014,50,32.5,30,0.35076,2
1.8045,1.7791,1.626,140,212.5,192.5,0.44705,3
3.9211,3.6916,3.0031,50,57.5,32.5,0.53038,3
1.6007,1.5752,1.2947,50,102.5,110,0.35163,4
4.9156,4.8648,4.2017,50,67.5,100,1.233,4
1.1161,0.98854,0.96306,50,100,97.5,0.34788,4
0.91203,0.8865,0.88648,37.5,82.5,72.5,0.34323,2
4.3038,3.5646,3.3602,50,170,167.5,0.73897,4
6.0383,5.5537,4.8908,50,202.5,77.5,1.556,4
4.0488,3.7428,3.2838,50,107.5,155,1.0413,2
0.80998,0.80996,0.80995,50,7.5,5,0.32904,2
1.4475,1.3965,1.218,50,40,67.5,0.39399,5
9.2253,6.905,6.0884,52.5,87.5,82.5,0.9978,2
1.167,1.0141,0.98859,50,80,52.5,0.35753,4
2.5185,1.83,1.575,50,75,125,0.43631,5
2.2381,2.1617,2.1107,45,35,97.5,0.60299,5
4.9667,4.2016,4.176,187.5,177.5,95,1.0436,2
1.065,1.0396,0.93749,50,110,105,0.35015,2
1.3455,1.3454,1.32,50,92.5,35,0.38797,2
1.1161,1.014,0.93745,35,50,32.5,0.33836,3
4.3036,3.6916,3.3094,50,32.5,115,0.75807,3
4.9158,4.6608,4.3547,50,62.5,42.5,1.2743,4
2.2384,1.6263,1.1927,57.5,72.5,122.5,0.381,4
1.932,1.5751,1.32,50,92.5,77.5,0.43787,5
3.5131,3.0797,3.0796,50,62.5,30,0.85865,1
5.0434,3.7685,3.7684,202.5,222.5,80,0.95793,2
1.5751,1.5497,1.5496,50,77.5,57.5,0.48463,1
8.0274,7.4414,7.2624,50,150,100,2.1564,4
3.1564,3.1562,2.9778,90,72.5,45,0.81063,5
1.3965,1.167,1.167,50,100,40,0.39472,5
3.6408,3.5896,3.5896,117.5,80,67.5,1.155,1
2.034,1.9575,1.8555,230,212.5,217.5,0.41971,3
4.7628,3.3092,3.2072,50,57.5,60,0.87663,3
3.7682,3.5642,3.488,50,115,55,0.94557,1
4.3547,4.2782,3.7427,50,45,37.5,0.95308,1
1.269,1.1415,1.1415,50,77.5,67.5,0.38022,5
6.1145,4.7127,4.5587,62.5,67.5,37.5,1.1527,5
